Timestamp,Source IP Address,Destination IP Address,Protocol,Packet Size (Bytes),Connection Duration (sec),Number of Packets,Attack Label
2/22/2022 22:32,161.132.60.82,68.15.226.98,TCP,145,23.71,3,Intrusion
3/18/2022 18:07,3.42.167.149,39.39.129.221,ICMP,750,0.42,12,Malware
2/26/2023 0:28,33.138.225.89,193.31.176.164,TCP,488,6.12,3,DDoS
2/22/2023 19:03,159.110.137.231,193.236.238.19,UDP,1103,4.67,21,DDoS
4/11/2021 18:35,178.18.168.148,138.165.43.214,ICMP,1269,0.33,36,Intrusion
6/21/2021 16:23,96.84.32.103,51.54.149.200,ICMP,193,0.26,1,DDoS
9/27/2023 15:18,103.196.214.60,85.152.190.148,UDP,916,8.61,12,Intrusion
2/5/2020 13:44,128.180.241.204,75.232.26.241,ICMP,978,0.32,6,Intrusion
6/25/2023 1:42,212.47.35.130,45.31.240.154,UDP,464,5.05,3,DDoS
4/24/2023 14:47,40.148.8.164,4.192.0.114,UDP,65,3.08,3,DDoS
12/30/2020 3:43,163.226.39.204,108.221.156.16,UDP,793,3.68,5,Malware
9/13/2021 23:38,24.161.99.72,21.194.61.175,TCP,462,22.96,3,Malware
1/8/2021 16:28,169.103.96.111,130.206.197.148,TCP,1427,26.6,19,DDoS
12/24/2022 19:00,41.114.55.125,91.26.221.184,TCP,1272,22.23,18,Intrusion
9/30/2020 8:02,5.176.69.28,11.223.177.241,TCP,136,19.58,4,Malware
4/25/2023 13:15,188.48.85.3,210.182.230.180,TCP,1082,9.42,27,DDoS
2/20/2021 19:35,165.126.65.67,133.254.98.50,UDP,861,3.88,7,Intrusion
5/14/2020 2:37,89.175.162.85,16.96.113.121,ICMP,1395,0.21,31,Malware
7/10/2022 23:28,20.17.35.167,132.136.45.216,TCP,832,18.1,12,Malware
1/25/2020 0:39,17.101.176.116,188.97.134.216,UDP,522,2.67,15,Malware
5/7/2020 18:46,89.93.193.214,126.229.224.66,UDP,1400,6.5,33,DDoS
4/16/2022 15:30,182.187.38.222,19.27.248.130,ICMP,1205,1.16,34,Malware
3/4/2023 6:23,165.254.174.138,174.152.122.141,TCP,1287,18.38,18,DDoS
12/2/2020 23:24,147.81.53.218,210.30.126.140,ICMP,89,1.78,4,Malware
7/15/2020 15:11,189.2.13.174,6.211.175.47,ICMP,1417,1.93,33,Intrusion
6/29/2020 7:26,145.47.33.215,86.91.26.51,UDP,1065,2.5,27,DDoS
1/16/2020 21:28,79.254.43.18,84.95.192.252,ICMP,1133,0.85,21,DDoS
1/2/2022 5:49,166.88.62.26,123.74.206.0,TCP,333,11.11,1,Malware
5/4/2021 23:37,190.154.149.43,207.18.87.246,UDP,1249,7.59,40,DDoS
11/29/2021 20:10,90.255.102.223,18.217.61.97,UDP,209,1.65,1,DDoS
1/14/2021 15:54,20.79.4.34,185.137.158.229,TCP,945,24.38,10,DDoS
9/15/2020 16:21,87.156.114.107,80.177.66.177,UDP,344,5.94,2,Malware
3/2/2023 12:25,159.201.74.30,118.184.25.172,ICMP,852,0.28,10,DDoS
5/20/2023 6:49,207.2.86.4,147.76.75.200,UDP,947,3.2,14,DDoS
12/22/2020 5:56,87.224.88.21,31.186.136.110,TCP,419,17.58,5,Malware
8/11/2022 23:01,94.94.22.154,175.195.200.49,TCP,1457,28.02,20,Malware
1/24/2021 11:48,153.164.76.175,173.85.113.142,TCP,493,11.4,5,Intrusion
10/2/2021 19:11,141.150.173.178,28.62.15.95,UDP,654,2.9,13,Intrusion
11/13/2021 19:46,60.124.211.104,135.184.145.86,ICMP,1399,1.4,36,DDoS
8/18/2020 17:04,204.28.187.191,13.144.147.227,UDP,1278,8.24,17,Intrusion
5/31/2023 9:53,128.199.158.66,101.183.93.236,ICMP,1098,1.69,25,DDoS
7/11/2023 14:46,29.121.214.228,62.155.136.92,TCP,243,17.58,2,Intrusion
7/3/2021 9:15,86.25.255.26,208.168.243.199,TCP,430,20.33,1,DDoS
8/12/2022 10:17,130.57.227.46,67.41.14.254,UDP,1241,2.57,16,DDoS
6/18/2023 1:56,96.149.106.10,176.61.143.67,TCP,1106,14.16,40,DDoS
5/8/2021 21:37,134.96.145.61,12.153.190.13,TCP,110,21.52,2,DDoS
12/21/2020 14:29,188.108.251.234,46.185.75.120,TCP,713,24.25,6,Intrusion
8/5/2023 20:19,121.77.2.50,189.170.212.55,ICMP,547,0.53,14,Intrusion
2/15/2022 22:10,214.150.190.133,161.183.74.78,TCP,1357,9.16,36,Malware
4/6/2020 8:25,59.130.190.144,214.144.231.64,TCP,64,7.56,2,DDoS
11/10/2022 12:49,140.249.229.246,32.195.177.48,ICMP,490,1.81,4,Malware
10/28/2020 22:05,212.49.55.54,198.168.239.139,TCP,106,26.24,1,Intrusion
8/30/2023 9:52,49.173.77.102,22.46.109.200,TCP,72,8.32,4,Intrusion
10/15/2021 2:55,38.71.217.135,34.137.61.152,UDP,996,3.07,13,Malware
5/5/2020 20:51,8.174.3.112,207.179.108.247,ICMP,1497,0.22,31,Intrusion
2/9/2023 5:36,103.89.193.72,124.221.101.76,UDP,1467,1.01,21,Malware
6/18/2020 4:38,3.32.43.222,198.5.104.210,ICMP,247,1.9,2,DDoS
4/1/2021 18:18,182.124.75.108,67.215.98.68,TCP,438,15.8,1,Intrusion
8/9/2022 13:17,158.142.102.31,140.75.222.253,ICMP,1492,0.28,39,Intrusion
1/28/2023 22:58,35.33.82.130,178.217.223.141,ICMP,1237,1.87,42,Intrusion
7/6/2021 19:05,158.249.223.34,104.215.222.227,TCP,547,18.15,13,Malware
2/27/2022 19:59,86.208.213.186,105.68.166.123,UDP,1033,3.87,46,Intrusion
8/9/2021 21:37,184.128.104.8,65.178.133.36,ICMP,271,1.71,5,Malware
8/5/2023 4:34,185.210.185.148,121.212.179.106,TCP,979,17.38,11,Intrusion
1/6/2020 13:09,221.214.42.13,79.49.102.80,UDP,948,8.08,13,DDoS
1/8/2023 17:01,210.162.115.192,200.4.87.94,UDP,951,5.34,11,Malware
10/6/2022 7:19,41.84.46.153,4.173.142.118,UDP,281,9.6,4,Malware
2/21/2023 20:27,86.2.149.30,221.88.14.103,UDP,574,7.26,14,DDoS
2/20/2023 1:40,9.67.233.218,163.19.198.24,ICMP,1249,1.77,28,Intrusion
3/9/2022 11:57,145.188.186.79,114.37.180.180,UDP,428,7.89,5,Malware
4/17/2021 17:07,70.48.149.127,153.227.74.55,UDP,166,9.1,1,DDoS
2/24/2022 0:15,109.220.82.226,101.65.189.115,TCP,262,18.96,2,DDoS
6/23/2020 16:36,187.174.75.88,55.148.215.57,UDP,820,1.19,8,DDoS
6/11/2022 3:17,211.134.18.35,145.28.53.190,ICMP,945,1.51,12,DDoS
8/4/2021 23:59,169.104.124.135,187.91.60.216,TCP,148,28.1,3,Malware
6/20/2020 6:51,49.164.33.130,124.61.105.84,UDP,796,2.89,6,Malware
3/9/2023 16:06,205.149.152.4,173.206.154.50,TCP,494,13.77,4,DDoS
7/22/2020 7:18,110.238.107.69,84.171.204.50,ICMP,1209,1.27,26,DDoS
10/15/2021 21:31,163.194.181.67,168.233.30.19,UDP,1141,3.24,23,Intrusion
10/31/2022 23:23,93.227.131.47,109.192.15.244,UDP,623,9.98,7,Intrusion
11/28/2021 22:44,146.195.51.33,36.29.97.14,UDP,1281,8.63,46,Intrusion
5/31/2022 15:25,211.189.53.11,189.148.19.95,TCP,289,21.98,5,DDoS
4/6/2020 10:43,173.2.178.169,204.59.36.53,ICMP,897,1.16,12,Malware
1/28/2020 13:32,87.176.72.124,181.150.10.107,UDP,770,8.82,5,Malware
5/11/2023 21:45,58.67.192.14,119.131.217.213,UDP,570,7.1,11,DDoS
10/27/2022 1:35,147.224.190.205,121.104.98.87,UDP,110,9.88,5,Intrusion
7/22/2021 4:21,90.125.18.164,92.97.58.242,ICMP,1330,1.14,47,DDoS
10/17/2020 19:03,206.17.98.93,190.153.211.110,UDP,572,5.71,7,DDoS
5/8/2022 23:31,179.19.207.14,200.26.219.28,ICMP,1170,0.14,49,Intrusion
5/26/2020 7:36,128.218.129.195,172.92.251.131,UDP,235,5.55,4,Malware
2/15/2022 20:07,146.163.206.159,153.200.213.209,UDP,1061,9.41,21,DDoS
1/24/2020 3:22,169.231.149.68,18.172.147.59,ICMP,437,0.14,3,Malware
11/28/2021 22:56,23.244.182.19,67.181.172.118,TCP,1052,26.89,23,Intrusion
5/3/2022 4:17,204.72.119.201,30.152.15.23,TCP,1385,24.08,32,Malware
5/23/2022 15:17,130.201.240.51,44.182.57.173,ICMP,803,1.09,13,DDoS
4/18/2021 11:00,163.59.82.230,60.195.24.204,TCP,1190,8.5,30,DDoS
7/1/2021 1:04,1.252.226.180,95.158.58.60,ICMP,318,0.33,4,DDoS
9/3/2023 3:21,219.79.196.168,9.110.149.24,ICMP,1306,1.45,25,Intrusion
1/10/2022 3:31,198.250.115.163,95.82.192.149,ICMP,161,0.24,3,DDoS
3/5/2021 23:02,104.47.135.67,40.159.122.162,ICMP,926,1.65,6,Intrusion
6/28/2022 7:08,36.151.22.182,159.186.134.10,UDP,973,4.05,9,Intrusion
7/13/2021 19:47,140.118.197.71,160.145.105.252,ICMP,113,1.79,4,Intrusion
2/14/2020 12:10,164.231.176.160,65.210.45.5,ICMP,552,0.16,6,Malware
4/7/2022 20:01,11.57.113.90,133.211.189.176,UDP,375,3.86,4,Malware
3/7/2022 7:49,182.232.222.60,122.76.178.251,ICMP,877,0.7,15,Malware
5/14/2023 11:38,205.43.210.106,209.252.97.237,UDP,893,4.94,13,DDoS
3/8/2023 18:49,109.19.141.36,162.215.239.138,TCP,1362,13.5,47,Intrusion
4/19/2021 0:08,113.6.92.116,169.120.99.119,UDP,1362,2.06,16,Malware
9/21/2022 18:40,220.46.61.147,180.115.203.52,UDP,1212,7.84,16,Malware
11/3/2022 20:22,125.135.65.220,62.139.162.250,ICMP,657,1.6,10,Intrusion
1/1/2021 17:12,168.6.139.133,199.73.64.86,TCP,890,18.23,6,Intrusion
4/30/2020 11:16,72.136.63.202,48.149.105.57,TCP,820,22.47,6,Intrusion
7/26/2023 1:10,26.206.58.87,8.213.67.84,ICMP,530,1.19,11,Malware
4/20/2023 20:01,216.146.9.158,106.173.134.253,TCP,1278,7.98,46,Malware
5/22/2021 8:45,149.237.134.133,87.94.33.229,UDP,414,3.23,5,DDoS
9/11/2022 14:45,137.128.244.250,163.108.139.198,TCP,894,12.25,12,DDoS
11/14/2021 16:56,204.194.35.251,85.247.244.116,ICMP,65,1.78,5,Intrusion
6/20/2022 9:32,172.184.124.189,72.46.223.114,UDP,249,3.67,1,Intrusion
8/12/2022 0:55,95.242.53.220,208.12.146.156,UDP,181,5.86,4,Malware
6/11/2022 6:31,26.123.166.76,84.174.46.77,ICMP,180,0.94,4,DDoS
1/21/2022 20:22,72.165.167.45,103.221.216.56,TCP,1162,23.14,20,Malware
5/22/2021 0:23,96.204.227.94,176.138.173.92,UDP,1135,8.25,26,DDoS
5/26/2023 3:33,126.16.252.99,165.159.21.115,UDP,1333,9.84,23,Intrusion
11/13/2022 4:35,110.108.116.186,109.196.81.11,UDP,1438,4.61,19,Malware
3/3/2023 3:40,71.45.15.11,40.129.115.22,ICMP,130,1.72,5,Malware
12/8/2020 5:44,190.201.178.98,92.39.151.54,TCP,232,9.64,2,Intrusion
4/7/2022 20:37,8.194.183.208,142.7.37.3,TCP,1036,17.97,50,Malware
5/2/2021 14:45,189.112.94.8,37.160.49.43,TCP,628,27.26,9,DDoS
7/31/2021 5:29,163.125.237.112,199.174.152.195,TCP,711,12.94,6,Malware
5/29/2023 21:34,192.149.215.188,154.171.172.125,UDP,1405,2.05,48,Intrusion
10/6/2021 2:36,60.215.111.75,148.125.31.50,UDP,1338,6.26,17,Intrusion
10/12/2021 17:19,9.174.195.157,179.240.204.96,UDP,730,8.18,6,Intrusion
9/8/2020 14:01,1.225.184.44,64.72.206.244,ICMP,503,0.79,5,DDoS
9/24/2020 2:33,167.82.142.168,14.206.123.109,ICMP,1269,0.18,22,Malware
5/16/2023 5:57,97.24.8.84,210.7.164.14,TCP,1268,22.17,42,Intrusion
1/10/2020 0:36,159.193.220.188,91.199.160.195,UDP,840,2.94,10,DDoS
6/3/2022 5:38,120.29.169.67,114.244.57.175,TCP,1030,7.76,47,DDoS
4/27/2022 22:06,93.125.16.32,175.118.209.27,ICMP,1281,1.69,34,DDoS
7/2/2023 6:05,132.212.34.138,148.255.149.3,TCP,92,14.14,2,Malware
3/24/2023 8:42,57.104.250.47,110.66.172.96,UDP,298,2.24,1,DDoS
7/21/2023 3:19,214.117.143.188,77.211.43.123,TCP,1414,11.46,33,Intrusion
9/27/2023 11:52,140.229.45.243,176.9.16.112,UDP,1268,4.06,20,Malware
2/11/2022 21:22,188.232.143.178,86.151.192.128,ICMP,379,0.6,2,DDoS
9/8/2022 10:44,20.214.158.185,25.234.252.28,UDP,326,1.75,4,DDoS
8/13/2021 22:53,199.46.235.169,17.50.120.43,UDP,226,4.88,2,Malware
9/22/2022 17:36,179.232.124.148,23.159.217.220,UDP,966,4.98,9,DDoS
4/2/2021 21:03,201.38.239.234,59.209.10.137,ICMP,1039,0.82,27,DDoS
5/21/2021 0:00,49.52.137.203,54.120.218.247,TCP,1492,15.78,18,DDoS
9/7/2020 20:21,109.182.184.200,75.105.237.247,UDP,1444,9.8,48,DDoS
1/18/2023 21:55,89.72.18.245,217.245.222.208,UDP,991,9.93,9,DDoS
7/19/2023 21:42,208.53.93.236,42.218.119.238,ICMP,784,0.74,12,Malware
3/15/2020 8:18,211.98.229.23,105.60.89.8,TCP,277,25.53,3,Intrusion
5/6/2021 22:45,180.117.5.109,77.178.13.122,UDP,1204,7.78,32,Intrusion
10/5/2020 0:04,130.10.137.170,62.172.28.193,UDP,1053,9.44,50,DDoS
4/7/2021 11:59,22.251.98.118,196.34.57.122,TCP,918,21.49,10,Intrusion
5/28/2023 7:21,169.183.59.149,66.180.208.4,TCP,1272,11.19,37,Intrusion
8/19/2021 3:38,135.18.183.117,111.75.245.194,UDP,252,8.16,1,DDoS
6/30/2020 3:57,145.197.43.138,126.111.124.147,ICMP,594,1.23,14,Intrusion
10/17/2022 9:58,152.126.5.157,57.33.115.144,UDP,874,5.89,5,Malware
10/16/2022 13:18,27.148.239.152,156.182.154.172,TCP,1500,27.8,24,Malware
4/5/2022 4:16,39.178.233.73,212.129.19.214,UDP,1357,4.8,38,Malware
11/5/2022 13:34,46.134.187.23,62.132.1.105,UDP,570,1.87,13,DDoS
10/5/2020 4:24,82.84.9.36,41.7.142.67,UDP,263,3.02,2,Malware
12/19/2022 19:57,109.23.123.175,171.102.159.146,UDP,1163,8,39,Malware
1/24/2023 12:07,194.85.108.95,105.250.133.219,UDP,837,5.95,10,Malware
2/1/2021 0:42,193.146.129.165,20.36.135.227,ICMP,98,1.42,4,Malware
3/23/2020 20:00,177.132.214.22,6.232.202.46,TCP,804,22.42,10,Intrusion
7/20/2020 22:22,65.153.241.45,160.157.19.198,TCP,637,12.59,10,Intrusion
5/4/2021 5:40,182.8.172.13,73.168.66.242,ICMP,195,1.98,5,DDoS
7/30/2022 10:49,149.13.136.83,220.190.65.28,ICMP,1351,1.29,36,DDoS
8/18/2022 11:42,53.104.228.228,80.52.117.172,UDP,610,4.08,8,DDoS
1/21/2022 23:43,1.10.201.206,99.171.99.226,TCP,1260,11.98,23,Malware
7/2/2022 2:03,106.9.23.104,62.39.140.133,TCP,1243,26.93,47,Intrusion
12/9/2020 15:23,194.172.168.74,183.208.193.233,UDP,774,1.03,8,Malware
10/8/2020 22:47,137.106.23.154,52.138.179.18,TCP,400,25.69,3,DDoS
1/31/2020 15:04,216.60.225.123,118.172.23.86,UDP,1122,7.92,29,DDoS
8/14/2023 13:11,90.37.101.196,157.13.131.250,UDP,694,6.03,9,Malware
7/29/2021 23:37,105.180.64.205,220.223.84.35,TCP,1360,16.84,28,DDoS
2/17/2022 13:57,130.83.239.76,107.220.222.196,TCP,353,18.93,4,Intrusion
4/3/2020 2:25,52.125.181.225,165.137.43.87,UDP,1220,3.36,41,DDoS
9/4/2023 12:59,2.176.58.38,133.166.71.130,UDP,351,1.16,4,Malware
7/21/2021 7:27,210.114.187.228,213.136.210.8,TCP,1375,19.04,17,Malware
4/16/2021 16:15,194.89.104.167,135.228.184.142,TCP,138,21.84,2,DDoS
9/3/2020 2:37,146.190.212.229,116.242.95.118,TCP,974,13.79,13,Malware
4/5/2023 15:42,15.55.51.38,189.119.149.244,ICMP,1178,0.16,38,Malware
11/16/2021 6:28,165.196.168.27,8.43.37.215,UDP,83,5.31,2,DDoS
8/7/2023 8:48,36.69.175.48,181.200.203.138,TCP,1166,25.35,23,Malware
7/23/2023 1:32,146.192.53.201,159.165.246.211,TCP,483,26.89,1,DDoS
6/15/2021 14:00,114.73.58.142,70.210.135.65,UDP,489,6.97,4,Intrusion
1/18/2021 12:40,52.114.150.24,220.113.237.195,UDP,1383,6.76,41,Malware
11/11/2022 16:52,168.236.96.81,168.185.133.241,UDP,392,6.63,2,Malware
1/12/2022 23:55,220.253.190.119,137.105.112.217,UDP,340,9.72,4,Intrusion
3/6/2023 21:12,183.94.1.35,101.120.29.57,ICMP,234,1.84,4,DDoS
9/1/2022 15:29,218.2.8.253,173.238.178.31,ICMP,515,0.38,6,Malware
8/18/2023 6:19,38.194.112.137,114.179.53.110,ICMP,272,0.61,5,Intrusion
6/16/2021 4:05,71.146.237.121,88.97.200.55,UDP,785,7.4,8,Intrusion
7/12/2022 7:35,203.17.67.83,136.235.86.157,ICMP,288,1.23,1,DDoS
7/6/2020 10:18,72.126.232.60,134.107.163.102,TCP,675,16.84,14,Intrusion
3/25/2020 20:45,185.116.13.83,198.145.48.92,ICMP,224,0.63,5,Malware
2/17/2023 22:29,21.190.134.10,47.240.191.53,TCP,873,5.41,6,Intrusion
7/5/2021 18:25,75.96.110.116,113.12.8.209,TCP,587,10.83,13,Malware
1/31/2021 20:26,99.47.211.215,152.26.95.95,UDP,1080,4.16,28,Intrusion
4/6/2020 1:39,164.30.214.30,15.91.39.181,TCP,180,5.07,4,Intrusion
8/12/2023 23:28,2.45.223.244,74.161.175.1,ICMP,644,1.49,10,Intrusion
1/25/2020 10:45,84.1.239.221,50.105.173.184,TCP,773,11.26,6,Intrusion
11/7/2020 1:54,158.147.188.173,198.3.191.158,UDP,295,7.25,3,Malware
11/3/2021 10:27,106.86.92.244,24.104.112.182,UDP,480,6.32,4,Intrusion
2/5/2023 23:26,201.45.44.107,191.26.148.5,TCP,486,12.7,2,Malware
11/22/2020 1:42,206.125.91.14,196.86.124.57,TCP,506,8.41,11,Intrusion
12/27/2022 15:45,196.217.0.14,140.214.139.125,ICMP,789,1.51,12,DDoS
11/7/2021 19:57,11.93.97.60,158.199.27.177,ICMP,297,0.91,5,Malware
2/19/2020 8:11,142.219.54.16,139.14.42.119,TCP,944,12.21,7,Malware
4/7/2022 22:28,207.145.33.19,130.12.47.167,ICMP,402,0.98,2,Intrusion
8/10/2023 3:20,200.236.176.56,202.22.173.107,TCP,266,21.07,1,DDoS
3/7/2023 5:06,197.1.14.251,217.53.108.20,TCP,1456,13.02,25,Malware
11/19/2022 4:25,168.156.161.141,130.243.192.190,ICMP,367,1.03,5,Intrusion
6/22/2020 19:15,174.143.53.83,5.147.135.107,TCP,518,24.78,5,Intrusion
3/17/2023 16:29,36.54.186.72,186.202.67.194,UDP,304,9.68,2,Intrusion
6/1/2022 21:25,61.197.179.93,46.64.60.21,ICMP,976,1.37,14,Intrusion
1/7/2023 13:44,137.120.94.51,29.159.226.62,UDP,1366,4.87,40,Malware
8/11/2023 13:43,213.6.190.89,188.210.195.135,TCP,1069,9.24,28,Intrusion
2/12/2021 3:48,80.30.64.255,54.179.165.207,TCP,874,5.57,8,Malware
6/27/2022 22:49,192.130.175.9,39.92.94.119,TCP,1390,16.21,35,Malware
9/1/2021 16:43,213.216.62.108,53.98.32.46,ICMP,970,0.32,6,DDoS
7/16/2023 18:05,86.148.35.48,151.5.40.191,UDP,454,9.47,4,DDoS
1/29/2020 19:52,46.210.59.255,181.74.176.255,ICMP,95,0.51,4,Intrusion
4/6/2021 18:09,5.186.138.2,2.52.71.117,UDP,1498,8.24,35,Malware
1/29/2023 22:18,137.69.11.16,37.30.34.181,UDP,457,8.13,2,Intrusion
11/23/2022 16:39,66.146.244.26,136.131.110.188,TCP,1361,5.79,30,DDoS
1/10/2022 16:20,132.168.240.165,165.23.139.250,ICMP,189,1.4,2,DDoS
7/26/2020 17:37,197.9.103.94,179.177.78.238,TCP,455,20.22,2,Malware
4/12/2023 6:47,171.205.8.28,90.200.56.159,ICMP,1039,0.57,15,Intrusion
8/29/2021 15:34,64.1.190.77,219.146.137.255,TCP,916,20.99,14,Intrusion
5/15/2023 18:08,150.69.110.182,16.255.65.37,TCP,456,17.91,5,Intrusion
4/25/2022 0:20,167.159.176.113,199.169.163.101,UDP,1161,3.35,21,DDoS
4/4/2022 14:02,207.155.178.181,77.73.224.57,ICMP,737,1.78,6,Intrusion
6/16/2022 3:14,218.184.132.241,60.35.241.236,TCP,454,29.25,5,DDoS
6/12/2022 17:48,106.55.184.34,106.71.28.113,TCP,154,18.16,3,Intrusion
3/24/2020 1:23,39.14.100.177,204.184.69.102,TCP,1262,28.13,20,Intrusion
2/20/2021 4:50,114.52.210.204,28.72.247.134,ICMP,485,0.15,2,DDoS
5/20/2021 17:03,119.151.190.122,52.123.123.86,TCP,956,10.86,15,DDoS
12/17/2020 0:27,142.88.243.72,19.219.211.62,TCP,213,21.22,3,DDoS
9/24/2023 1:51,219.154.160.62,168.212.169.41,ICMP,1167,1.39,49,DDoS
9/15/2023 1:28,161.75.193.249,21.230.148.126,UDP,542,8.02,12,DDoS
11/19/2021 14:12,20.40.34.112,34.50.218.174,UDP,782,5.94,15,Malware
2/5/2022 22:51,39.64.36.151,96.54.176.160,UDP,868,7.51,6,Malware
10/31/2022 17:35,157.231.127.105,114.241.28.97,TCP,378,5.89,4,Malware
4/29/2023 0:30,26.42.34.220,131.226.134.212,TCP,89,21.27,1,Malware
9/21/2023 5:32,122.44.71.182,29.55.164.158,TCP,1001,19.6,46,DDoS
6/4/2020 20:26,175.186.26.7,63.196.12.227,UDP,1495,1.37,28,DDoS
8/20/2023 20:38,182.133.133.146,52.224.44.21,UDP,883,9.2,5,Malware
5/9/2021 20:44,12.149.157.65,210.178.6.113,TCP,84,28.27,4,Malware
5/23/2021 15:18,1.180.219.103,195.47.87.7,TCP,605,8.9,15,Intrusion
8/24/2020 9:41,80.69.25.182,72.80.69.164,TCP,1472,26.64,37,DDoS
8/3/2021 12:42,145.255.104.139,193.121.161.48,ICMP,1256,1.9,36,Malware
8/31/2023 7:29,74.64.48.64,220.115.187.12,UDP,1063,6.33,39,Intrusion
1/22/2021 8:42,119.145.117.94,171.251.152.214,TCP,570,13.88,10,Malware
9/10/2020 13:45,107.216.21.225,56.115.218.211,ICMP,694,1.12,9,DDoS
8/17/2022 18:45,64.157.46.63,190.203.63.162,ICMP,946,1.45,11,Malware
8/24/2020 6:50,66.207.81.217,170.35.228.149,ICMP,988,0.35,6,Intrusion
6/4/2021 21:51,90.17.196.162,64.51.7.254,UDP,1413,3.9,42,Malware
5/26/2023 1:39,181.255.157.94,85.20.229.218,UDP,1427,9.56,32,DDoS
8/2/2020 7:05,32.156.55.172,22.65.139.187,TCP,648,19.13,14,DDoS
1/27/2020 16:01,52.174.83.240,133.168.94.155,TCP,675,26.83,12,DDoS
9/5/2022 1:34,172.151.255.237,162.233.41.143,TCP,1004,25.08,37,Malware
3/29/2021 10:15,77.226.25.195,153.63.200.234,UDP,653,2.62,15,Malware
2/7/2023 23:14,55.92.36.185,85.6.27.82,UDP,1353,5.09,18,Malware
12/29/2021 4:19,90.151.216.109,9.126.25.210,ICMP,1345,0.84,18,DDoS
3/11/2021 5:21,83.2.29.242,47.205.172.177,UDP,820,8,12,Intrusion
5/2/2023 13:31,181.100.126.30,114.97.26.35,ICMP,731,1.15,5,Intrusion
12/18/2021 23:57,110.246.124.248,190.34.121.11,ICMP,448,1.88,2,Intrusion
5/13/2020 5:10,45.48.21.120,154.142.178.44,ICMP,476,0.65,2,Intrusion
2/17/2023 0:00,86.116.25.95,107.81.124.215,UDP,1369,4.58,16,DDoS
2/28/2020 15:11,21.5.227.149,30.108.62.130,UDP,1269,1.49,48,Malware
6/1/2021 10:33,147.134.10.230,65.251.31.79,ICMP,566,0.83,5,DDoS
2/10/2020 14:21,33.207.86.122,157.196.18.128,UDP,465,8.24,3,Malware
9/12/2021 21:27,63.40.35.104,173.135.19.133,TCP,948,12.94,15,Malware
12/20/2022 14:47,2.101.21.15,151.249.14.125,ICMP,1268,0.17,35,DDoS
7/19/2022 1:00,112.100.65.63,46.239.57.76,TCP,858,12.98,6,Intrusion
4/6/2023 0:12,188.87.152.83,32.120.4.186,ICMP,555,0.97,7,Malware
9/2/2021 17:41,153.129.11.68,118.176.111.80,TCP,1168,15.53,42,Intrusion
2/29/2020 4:33,20.20.68.143,174.235.243.208,ICMP,1056,1.54,48,Malware
12/10/2020 12:00,16.74.26.143,113.54.26.189,ICMP,350,1.44,4,Malware
4/19/2022 11:57,119.186.231.222,89.191.134.19,ICMP,1272,1.32,39,DDoS
2/18/2023 14:45,190.49.227.133,97.227.192.94,UDP,1103,6.09,48,Intrusion
3/29/2022 20:51,169.55.107.71,9.150.212.219,UDP,732,7.49,10,Intrusion
11/4/2021 0:16,91.64.33.60,35.242.162.127,TCP,1419,21.97,29,DDoS
2/20/2020 15:39,24.67.13.89,144.55.159.26,UDP,1376,5.77,17,Intrusion
12/14/2020 18:26,214.11.253.6,40.195.121.80,TCP,876,16.55,6,Malware
8/12/2021 19:21,50.150.244.181,103.174.27.184,UDP,191,8.48,4,Intrusion
4/27/2021 9:17,99.213.139.14,146.92.151.114,TCP,266,6.38,2,Intrusion
11/14/2020 7:03,204.9.108.72,148.44.186.144,ICMP,1449,0.64,43,Malware
3/24/2022 16:17,59.163.65.200,137.216.9.187,TCP,190,17.81,2,Intrusion
1/31/2021 0:07,47.45.62.208,154.81.203.130,ICMP,811,0.91,6,DDoS
9/4/2020 8:13,43.98.35.157,217.169.94.83,TCP,227,10.33,3,DDoS
1/7/2021 12:54,21.14.123.114,136.95.233.165,TCP,831,29.07,8,DDoS
6/18/2021 8:41,105.99.79.166,211.39.189.180,TCP,1099,27.89,49,Intrusion
1/25/2020 12:09,49.110.221.37,151.7.61.75,TCP,970,21.14,8,Malware
8/11/2021 10:02,152.179.147.166,23.3.99.37,ICMP,855,1.05,6,DDoS
9/7/2022 1:22,214.106.217.1,110.78.164.118,ICMP,900,0.29,9,Intrusion
11/15/2022 0:01,110.80.188.60,200.21.239.9,ICMP,928,0.87,14,Malware
8/21/2022 13:16,4.75.191.241,178.68.59.34,TCP,1325,20.54,23,DDoS
12/23/2021 17:22,156.205.19.97,65.54.105.116,TCP,858,12.56,6,Intrusion
3/13/2023 18:10,6.170.109.82,179.67.212.238,TCP,1321,7.6,17,Intrusion
1/3/2023 21:41,183.98.116.233,194.112.86.54,ICMP,1347,1.92,47,DDoS
10/21/2022 2:37,53.104.158.50,118.203.3.136,UDP,1253,9.07,46,Malware
5/2/2023 22:34,27.122.11.204,104.132.206.61,UDP,602,6.61,13,Malware
5/8/2023 11:01,171.102.205.176,188.142.13.156,UDP,716,3.2,10,Intrusion
11/23/2022 14:19,206.119.69.87,204.55.4.242,ICMP,432,1.08,1,Malware
4/8/2020 14:53,105.207.99.248,106.249.76.79,ICMP,765,1.18,7,Intrusion
3/13/2023 19:21,47.172.35.172,109.168.99.248,UDP,393,1.91,3,DDoS
1/9/2023 16:15,1.182.140.54,29.25.159.22,TCP,848,28.03,10,Intrusion
